gine,Árvore de decisão,Rede Neural,Random Forest,SVM,Logistic Regression,XGBoost
0.24978373702422146,0.5517241379310345,0.4827586206896552,0.4827586206896552,0.5517241379310345,0.5517241379310345,0.5517241379310345
0.46162533640907344,0.4827586206896552,0.4482758620689655,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345
0.24787485538956794,0.4827586206896552,0.4827586206896552,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5172413793103449
0.4592307692307692,0.5862068965517241,0.41379310344827586,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.4279946451135085,0.5862068965517241,0.4827586206896552,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345
0.4452830766582754,0.5862068965517241,0.4827586206896552,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.4525104159310783,0.6206896551724138,0.3793103448275862,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.4827586206896552
0.46685500125976315,0.5862068965517241,0.41379310344827586,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.6206896551724138
0.36717215281908916,0.5517241379310345,0.41379310344827586,0.6206896551724138,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.46783602238042904,0.5517241379310345,0.4827586206896552,0.4827586206896552,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.46041815570238437,0.5862068965517241,0.41379310344827586,0.4827586206896552,0.5517241379310345,0.5517241379310345,0.5172413793103449
0.38770715257780675,0.6206896551724138,0.4827586206896552,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.45442767180016785,0.4827586206896552,0.4827586206896552,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.6551724137931034
0.37818988642509466,0.5172413793103449,0.4827586206896552,0.6206896551724138,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.429297060323409,0.5862068965517241,0.5517241379310345,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5172413793103449
0.45504366767231075,0.5172413793103449,0.41379310344827586,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.44951252999156727,0.5862068965517241,0.4482758620689655,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5862068965517241
0.4813794510764208,0.5862068965517241,0.41379310344827586,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.5517241379310345
0.4771765396214905,0.5172413793103449,0.41379310344827586,0.5862068965517241,0.5517241379310345,0.5517241379310345,0.5517241379310345
