gine,Árvore de decisão,Rede Neural,Random Forest,SVM,Logistic Regression,XGBoost
0.3294815595248493,0.7037037037037037,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.208256480801,0.7407407407407407,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.34301480530016226,0.7777777777777778,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334
0.325298426491602,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.3364399587616337,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.2289818283310816,0.7222222222222222,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.3002300242447727,0.7777777777777778,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.2229866338210622,0.7222222222222222,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.34571449290994727,0.6666666666666666,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.23516586100376785,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.3014526354759591,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.3513545890150444,0.7962962962962963,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.3313164901330381,0.7407407407407407,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.32782222222222224,0.7777777777777778,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.28816954619143176,0.6481481481481481,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.348829993925639,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334
0.3437759813963429,0.7037037037037037,0.7962962962962963,0.7962962962962963,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.3695949774184836,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.3039654683762428,0.7037037037037037,0.7962962962962963,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334
0.3566461071508131,0.6851851851851852,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.7407407407407407
0.35550364105419563,0.7962962962962963,0.7962962962962963,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.35175141856533043,0.6666666666666666,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.36446889075591027,0.7407407407407407,0.7962962962962963,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.31830290920026305,0.7037037037037037,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.2696807549041115,0.7777777777777778,0.7962962962962963,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.26567272743254705,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.33518637201272233,0.6666666666666666,0.8148148148148148,0.7777777777777778,0.8333333333333334,0.8148148148148148,0.7592592592592593
0.3447592439257674,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7592592592592593
0.333608834752333,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334
0.3639441122008945,0.7777777777777778,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.29155196776831216,0.7592592592592593,0.8148148148148148,0.7962962962962963,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.32722668444328823,0.6851851851851852,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.36140836573928026,0.7407407407407407,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.29385802203079875,0.7407407407407407,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.7777777777777778
0.36003630541323234,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.35550364105419563,0.7777777777777778,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.3075107550907925,0.6296296296296297,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7407407407407407
0.2623265586236256,0.7592592592592593,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8148148148148148
0.3002300242447727,0.6851851851851852,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.7962962962962963
0.26235109846235743,0.7407407407407407,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334
0.3697335477056904,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8333333333333334,0.8148148148148148,0.8333333333333334
