gine,Árvore de decisão,Rede Neural,Random Forest,SVM,Logistic Regression,XGBoost
0.40198158396944367,0.8199052132701422,0.8767772511848341,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.31675538599473774,0.8293838862559242,0.8672985781990521,0.9004739336492891,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.4356949850277762,0.8199052132701422,0.8625592417061612,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.40597364119309987,0.7962085308056872,0.8720379146919431,0.8815165876777251,0.8104265402843602,0.8672985781990521,0.8672985781990521
0.3284288513620968,0.8388625592417062,0.8530805687203792,0.8815165876777251,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.340566396693515,0.8056872037914692,0.8720379146919431,0.8672985781990521,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.418266886117594,0.8009478672985783,0.8815165876777251,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8625592417061612
0.33893999645034284,0.8388625592417062,0.8388625592417062,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8578199052132701
0.4426987806475882,0.8246445497630331,0.8767772511848341,0.8720379146919431,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.45227910311249897,0.8056872037914692,0.8720379146919431,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.4022129607609988,0.8151658767772512,0.8720379146919431,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.4045624059319782,0.8293838862559242,0.8625592417061612,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.4091110602766623,0.8388625592417062,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8815165876777251
0.25687012043950763,0.8104265402843602,0.8862559241706162,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.4301324045417171,0.8104265402843602,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.4447280081733075,0.8293838862559242,0.8578199052132701,0.8815165876777251,0.8104265402843602,0.8767772511848341,0.8625592417061612
0.410902798540655,0.8009478672985783,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8720379146919431
0.3504744555170275,0.8009478672985783,0.8767772511848341,0.8957345971563981,0.8104265402843602,0.8672985781990521,0.8530805687203792
0.4702224810795469,0.8104265402843602,0.8530805687203792,0.8957345971563981,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.2665666295388728,0.8151658767772512,0.8720379146919431,0.8862559241706162,0.8104265402843602,0.8720379146919431,0.8767772511848341
0.2921045629136008,0.8388625592417062,0.8672985781990521,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.4211714840609204,0.8199052132701422,0.8909952606635071,0.8767772511848341,0.8104265402843602,0.8720379146919431,0.8530805687203792
0.4369814119205106,0.8341232227488151,0.8672985781990521,0.9052132701421801,0.8104265402843602,0.8720379146919431,0.8672985781990521
0.3619510528794303,0.8104265402843602,0.8578199052132701,0.8909952606635071,0.8104265402843602,0.8720379146919431,0.8672985781990521
