Feature Number,gini,fisher,f_ratio,pearson,spearman,p_value,F1 Score Decision Tree,F1 Score Neural Network,F1 Score Random Forest,F1 Score SVM,F1 Score Logistic Regression,F1 Score XGBoost
1,0.12872659095566785,1.678140278513497,1.019738761187177,0.7105536583783976,0.7835267964438748,1.3225627428597496e-88,0.9122807017543859,0.965060378218273,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
2,0.14479303317503145,2.0352161349121376,1.2021977361548533,0.7388560248074709,0.772572558059428,2.8574932158742443e-99,0.9473684210526315,0.9187915604785595,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
3,0.36906328803742483,0.1302230212394692,0.07526052552751822,-0.2645616339917706,-0.25219091036192726,1.4410579750931736e-10,0.9473684210526315,0.9391628988248274,0.9647382344750765,0.9464615931721194,0.9647382344750765,0.9647382344750765
4,0.17442777423285177,1.5823064579032367,0.9243444209025333,-0.6930674324616057,-0.7300612612179694,1.2279872795398945e-82,0.9473684210526315,0.9647382344750765,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
5,0.313045422754445,0.7128886043095873,0.4056145896498956,-0.5371847918134909,-0.5301630080327038,7.462349822610332e-44,0.9473684210526315,0.9093951985226224,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
6,0.12690801766229742,1.064535029539273,0.656328493186133,-0.6294879065552513,-0.7795213072568348,3.951754811190135e-64,0.9737421322933159,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9823691172375383
7,0.15620928562360054,1.9884299881532912,1.171195629688317,0.7344551153591558,0.7686777177449582,1.6002119519043757e-97,0.9473684210526315,0.9391628988248274,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
8,0.1921500545644123,1.6286127227213836,0.9348208217396442,-0.6950945010420286,-0.7102108534788812,2.6267923546583525e-83,0.9473684210526315,0.9647382344750765,0.9647382344750765,0.9464615931721194,0.9647382344750765,0.9560357083576898
9,0.1284715278706135,1.8349421733799947,1.1071808711022075,0.7248670955338029,0.7845226362970062,7.844102669779147e-94,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
10,0.2756026315857964,1.0920096664722387,0.6157311372217681,-0.6173209173581948,-0.6549749362918534,4.577023403871108e-61,0.9473684210526315,0.9280971659919028,0.9647382344750765,0.9464615931721194,0.9647382344750765,0.9560357083576898
11,0.16306626354245407,0.8234692492288724,0.5093097343426775,0.5809005307931654,0.7653582515678531,1.1904435677632061e-52,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
12,0.13880236697874504,2.103298401166489,1.2300844813827763,0.7426887081266689,0.7742986804715227,8.024772253348811e-101,0.9473684210526315,0.9558014271241044,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
13,0.13971596639953665,1.9463997731362848,1.1529992294737692,-0.7318003050814477,-0.773811825432214,1.7456487499466038e-96,0.9473684210526315,0.9093951985226224,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
14,0.21648720686662198,0.6637467501143038,0.4107228281602796,-0.5395771313016787,-0.7017794093890346,2.656766430340487e-44,0.9473684210526315,0.9562368871555263,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
15,0.14081603518051472,1.969221622155242,1.166844226972206,-0.733825191410088,-0.7771976809328611,2.8284480193761873e-97,0.9473684210526315,0.9479236774801455,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
16,0.1450896137374706,1.253547940885003,0.7698111559646802,0.6595210251914425,0.6862000481311549,2.614895441894928e-72,0.9560357083576898,0.9187915604785595,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9734808562744625
17,0.15392853173110116,1.9316955060982826,1.150144376606669,-0.7313787558571557,-0.7798089943255171,2.5444885907088277e-96,0.9473684210526315,0.9734808562744625,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
18,0.1450896137374706,1.910992839923732,1.1314811848364652,-0.7285895213227926,-0.7722184816672035,3.024079491937986e-95,0.9473684210526315,0.9093951985226224,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
19,0.14878094976087547,1.9261601302502693,1.1383358553662537,-0.7296208830667701,-0.7716431075298387,1.2152465978273647e-95,0.9473684210526315,0.937318446911604,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
20,0.16388416949122364,1.9017247661503736,1.10395010446535,0.724364251073286,0.7538065092715275,1.2127251758864498e-93,0.9473684210526315,0.9649122807017544,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
21,0.15150582087615666,2.0745454342559655,1.2139365495660701,-0.7404835124739364,-0.7717758861769228,6.3168456583522e-100,0.9473684210526315,0.965060378218273,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
22,0.14878094976087547,1.9557238524732554,1.1521284601259212,0.7316718307493968,0.769186702558781,1.958226839650961e-96,0.9473684210526315,0.9562368871555263,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
23,0.12689530855615216,1.9764246158937242,1.1883625811608014,-0.736910660830381,-0.7906083242883657,1.7103676694442052e-98,0.9649122807017544,0.9093951985226224,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
24,0.142995017942608,1.9036856173831556,1.1517492612988487,0.7316158952431137,0.7921795382788619,2.0586486910114713e-96,0.9122807017543859,0.9734808562744625,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
25,0.1116797375551557,2.1329717677615676,1.2681220784573917,0.7477343517580448,0.7947465921224899,6.594287078418078e-103,0.9208642750438415,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
26,0.12135422772837351,1.9308316151042508,1.1632658307288677,-0.7333048391704068,-0.7950564089656864,4.5222848364083875e-97,0.9298245614035088,0.9734808562744625,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
27,0.13364724181351179,1.949002884425384,1.161346932202488,0.7330250063320827,0.7814244678650416,5.817862065770745e-97,0.9473684210526315,0.9219769854744387,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
28,0.13880236697874504,2.0252759010032286,1.2066193958265266,-0.7394714783912604,-0.7868462626209798,1.616902379745237e-99,0.9473684210526315,0.937318446911604,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
29,0.15084485482429943,1.8993400705094707,1.1122795602124296,0.725656850774661,0.7609544264395603,3.9491974723019355e-94,0.9473684210526315,0.9221210922041946,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
30,0.13384451592049412,1.25953840873522,0.7794518311982244,0.6618376976817018,0.7825309565907432,5.585904529610897e-73,0.9475905673274094,0.9647382344750765,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.991207141671538
31,0.1931186288361525,0.39076350867972964,0.23898341472629,-0.4391886940313205,-0.5023901410175915,3.1267925525411382e-28,0.9649122807017544,0.9093951985226224,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9734808562744625
32,0.16092044119698307,1.7951478861847212,1.046318879484403,-0.7150647696107996,-0.7401081788473409,3.228106814827909e-90,0.9473684210526315,0.9280971659919028,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
33,0.23774897598847022,1.593436632368503,0.8971709699586188,-0.6876768023436997,-0.6872180177588004,6.974930941103743e-81,0.9473684210526315,0.9564062528806051,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
34,0.2278176887849076,1.3213510957714674,0.7467761280599235,0.6538476636935782,0.6510800959773835,1.0819569151768398e-70,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
35,0.21592995152337874,2.2648743050813733,1.2525641546374484,0.7456952277989239,0.7555105019091083,4.654150720476282e-102,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9647382344750765,0.9647382344750765
36,0.15190408368351338,1.8488198279892916,1.0898563366839769,0.7221482501987098,0.7596266399687185,8.17812669031463e-93,0.9473684210526315,0.9647382344750765,0.9647382344750765,0.9464615931721194,0.9647382344750765,0.9647382344750765
37,0.17061406966667836,0.7085064409616731,0.4384966874173972,0.5521139739302119,0.6064222110080636,1.0328511207571334e-46,0.947107351712615,0.965060378218273,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
38,0.14670014131207598,1.880944806274909,1.115906359287195,0.7262157258744844,0.7690760536862107,2.4264511683363546e-94,0.9473684210526315,0.9564062528806051,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
39,0.14264665562558987,1.343286003125198,0.8309099981544275,0.673664250640081,0.7978668903289686,1.6963013774915153e-76,0.9384499917007656,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
40,0.18330815900628455,1.8588131216266301,1.0520073726765382,0.7160113866906297,0.7240640923246664,1.4675546417581447e-90,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
41,0.1475947575686702,2.066293498550679,1.2415038944505485,0.7442250716886609,0.7972915161916037,1.8823086841546098e-101,0.9298245614035088,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.973621425014614
42,0.13384451592049412,1.7827786051035688,1.082953592236698,0.721049603832229,0.788351087287934,2.0922563202018523e-92,0.9122807017543859,0.9305649033068605,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9734808562744625
43,0.13603269305093935,1.8491577563872075,1.10962770374521,0.7252466777750521,0.7830178116300521,5.641937861826038e-94,0.9473684210526315,0.9305649033068605,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
44,0.13603269305093935,1.815981081706168,1.0902213378160213,-0.7222062441530507,-0.7787467651488434,7.781515396007818e-93,0.9473684210526315,0.9824561403508771,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9647382344750765
45,0.2901244497308727,0.44360536759624325,0.27117363248011656,0.4618715847150105,0.6256308552862447,2.068188429467432e-31,0.9473684210526315,0.9560357083576898,0.9647382344750765,0.9464615931721194,0.9558014271241044,0.9560357083576898
